moves,runtime(in seconds)
787,0.0930
896,0.0847
861,0.0951
287,0.0258
944,0.0973
574,0.0564
511,0.0558
334,0.0269
358,0.0266
555,0.0477
664,0.0594
1722,0.1953
800,0.0578
734,0.0764
1397,0.1593
1142,0.1086
1346,0.1473
1056,0.1128
968,0.0979
819,0.0768
1825,0.2488
1730,0.2212
1622,0.2877
352,0.0263
1825,0.2956
1343,0.1484
892,0.0939
845,0.0937
1191,0.1941
1754,0.2477
2306,0.3425
1794,0.2422
707,0.0947
643,0.0610
816,0.0967
1294,0.1649
1037,0.1023
390,0.0365
569,0.0536
1027,0.1063
778,0.0832
1222,0.1608
1575,0.1868
663,0.0673
1666,0.2170
500,0.0659
214,0.0221
1123,0.1272
773,0.0833
526,0.0578
361,0.0669
1666,0.1918
1984,0.2931
430,0.0406
2079,0.2718
834,0.0844
981,0.1384
338,0.0258
1445,0.1863
1611,0.1873
712,0.0495
1077,0.1259
1133,0.1088
419,0.0357
1656,0.2023
270,0.0229
1177,0.1383
1211,0.1279
1702,0.2218
2108,0.3014
1386,0.1510
2523,0.5934
862,0.0801
651,0.0435
1681,0.2047
974,0.0786
1815,0.2248
1288,0.1641
859,0.1217
378,0.0381
505,0.0421
1735,0.1648
258,0.0200
935,0.0767
1819,0.1999
1298,0.1415
668,0.0577
1245,0.1357
348,0.0240
1467,0.1979
1076,0.1166
1765,0.2090
799,0.0713
1447,0.1623
1499,0.1920
891,0.0618
779,0.0895
500,0.1002
1420,0.1691
483,0.0550
303,0.0342
1776,0.2099
868,0.0721
594,0.0407
328,0.0295
1888,0.2540
969,0.1164
348,0.0267
1403,0.1453
993,0.1374
1892,0.2145
550,0.0578
278,0.0291
1879,0.1863
916,0.0895
1069,0.1633
2122,0.2454
511,0.0527
659,0.0601
484,0.0647
985,0.1637
1208,0.1149
585,0.0492
950,0.1141
1428,0.1894
1764,0.4240
1497,0.1254
435,0.0393
455,0.0441
252,0.0217
2231,0.3101
2616,0.4262
383,0.0397
482,0.0498
328,0.0308
337,0.0299
750,0.0686
1136,0.1547
580,0.0686
1212,0.1392
634,0.0621
1044,0.0917
1438,0.1919
1231,0.1335
1643,0.1908
1668,0.2200
981,0.1212
616,0.0546
210,0.0209
3109,0.3922
1938,0.1733
1066,0.1244
1236,0.1297
1974,0.3626
1071,0.1170
1076,0.1320
2444,0.2537
1765,0.2485
791,0.0784
602,0.0689
611,0.0795
722,0.0714
2568,0.5503
1627,0.2464
283,0.0235
2812,0.5432
486,0.0523
1373,0.1184
1574,0.1676
1167,0.1408
486,0.0577
1174,0.1059
1798,0.3029
2064,0.2344
2485,0.4033
580,0.0431
840,0.0692
1786,0.2372
1346,0.1325
943,0.1161
1737,0.2175
1668,0.2457
758,0.0673
692,0.0642
323,0.0277
1325,0.1372
1463,0.1475
429,0.0429
1113,0.1246
1067,0.1042
2345,0.3633
742,0.0630
1997,0.2883
2667,0.5722
449,0.0524
1328,0.1266
1865,0.2356
994,0.0833
694,0.0641
486,0.0428
1417,0.1773
1176,0.1198
1396,0.1272
1643,0.2120
2330,0.3168
1071,0.1113
1325,0.1581
1085,0.1019
2290,0.4321
1315,0.1347
661,0.0763
2481,0.4950
2711,0.4493
324,0.0554
1283,0.1910
480,0.0570
746,0.0747
1517,0.2589
570,0.0438
499,0.0532
1221,0.1408
522,0.0437
811,0.0786
675,0.0810
1873,0.3043
212,0.0173
2600,0.4453
2714,0.5088
1206,0.1262
900,0.0926
609,0.0597
495,0.0493
635,0.0704
659,0.0596
1068,0.0960
694,0.0512
933,0.0833
1667,0.2794
509,0.0404
931,0.1333
317,0.0268
1701,0.1853
686,0.0461
322,0.0244
978,0.0896
1817,0.2269
1851,0.2227
1470,0.1808
1752,0.3241
1241,0.2245
894,0.1315
786,0.0766
762,0.0830
1730,0.2344
528,0.0621
758,0.0732
733,0.0753
532,0.0609
1551,0.2499
2154,0.3280
2077,0.3231
1076,0.1095
1007,0.0917
1690,0.1930
2003,0.3543
1519,0.1648
741,0.0895
381,0.0723
1005,0.1329
1105,0.1301
654,0.0758
534,0.0746
686,0.0622
1327,0.1693
1512,0.2286
1070,0.1121
784,0.0685
1011,0.1523
1163,0.0992
388,0.0361
1519,0.1762
218,0.0231
2561,0.6056
490,0.0526
2077,0.3072
2087,0.2951
1676,0.2245
838,0.0913
2509,0.3486
1300,0.1585
972,0.0930
1899,0.2568
1278,0.1004
709,0.0560
2341,0.4186
2609,0.5609
833,0.0664
565,0.0398
141,0.0118
383,0.0349
1621,0.3013
915,0.1080
1151,0.1413
1198,0.1308
1112,0.1232
513,0.0551
849,0.0679
1281,0.1400
272,0.0253
2297,0.2797
607,0.0546
624,0.0508
432,0.0479
1539,0.2023
1451,0.1649
1090,0.1115
1600,0.1750
2654,0.3858
1377,0.1467
395,0.0321
1435,0.1711
440,0.0420
2216,0.2901
449,0.0566
666,0.0617
1919,0.1986
879,0.0931
1532,0.1635
748,0.0655
553,0.0510
1156,0.1435
633,0.0603
442,0.0399
874,0.0980
1649,0.1582
2732,0.5148
272,0.0258
2654,0.4845
1731,0.2190
1589,0.1524
2181,0.3515
712,0.0940
1244,0.1671
964,0.1521
615,0.0757
539,0.0585
505,0.0718
764,0.0868
1879,0.2736
2180,0.3205
721,0.1219
1020,0.1045
705,0.0793
1693,0.2287
1650,0.2049
1728,0.3402
315,0.0388
224,0.0224
1307,0.1444
763,0.0801
1466,0.1634
1082,0.1309
1075,0.1329
496,0.0594
1859,0.2948
741,0.0628
443,0.0452
317,0.0310
768,0.0784
289,0.0281
581,0.0560
2516,0.3396
185,0.0189
713,0.0876
2903,0.4574
1313,0.1710
883,0.0855
1323,0.1430
2435,0.2839
2135,0.3044
461,0.0641
814,0.1893
729,0.0758
985,0.0959
150,0.0126
1220,0.1582
655,0.0609
288,0.0446
613,0.0833
1636,0.2032
387,0.0399
869,0.1075
388,0.0428
1537,0.2180
502,0.0443
731,0.0591
1982,0.2166
713,0.0639
710,0.0668
1639,0.2239
823,0.0828
534,0.0620
613,0.0627
162,0.0139
716,0.0809
1882,0.2620
1866,0.2219
3024,0.6013
1357,0.1241
1136,0.1247
1109,0.1349
154,0.0221
693,0.0924
1339,0.1891
369,0.0341
466,0.0486
935,0.1397
924,0.1222
1355,0.1477
773,0.0927
616,0.0762
1155,0.1754
2002,0.3623
1518,0.1486
307,0.0281
725,0.0587
1092,0.1035
191,0.0220
962,0.0940
612,0.0597
1918,0.3273
1251,0.2286
895,0.1007
1800,0.3025
818,0.1187
1585,0.1535
1693,0.2902
964,0.1275
405,0.0320
2498,0.4369
1116,0.1444
486,0.0604
1168,0.1492
1994,0.2670
1156,0.1283
1652,0.1878
1308,0.1044
2139,0.2412
1496,0.1354
807,0.0685
256,0.0294
1409,0.2326
1149,0.1372
600,0.0691
275,0.0254
634,0.0521
889,0.0699
692,0.0641
1661,0.1906
682,0.0760
2513,0.4195
630,0.0613
652,0.0701
1694,0.1825
1871,0.2206
1014,0.0950
806,0.0754
1279,0.1732
811,0.0892
699,0.0629
1067,0.0987
1387,0.1520
1331,0.1959
1342,0.1397
2510,0.5068
816,0.1061
390,0.0369
1112,0.0866
1047,0.1124
713,0.0648
1122,0.0971
353,0.0326
1319,0.1366
1772,0.3022
867,0.1418
1090,0.1358
337,0.0493
206,0.0248
1587,0.2428
1132,0.1260
1061,0.1541
2281,0.3075
1370,0.1783
402,0.0513
901,0.1376
1245,0.1256
1062,0.2266
1423,0.1779
1910,0.3178
1273,0.1441
2346,0.2508
840,0.0845
428,0.0356
806,0.0646
1098,0.1184
1848,0.2575
1912,0.2623
887,0.0916
907,0.1022
378,0.0455
869,0.1164
2142,0.2803
983,0.1206
641,0.0845
2253,0.4664
950,0.1200
579,0.0914
1236,0.1938
1687,0.2538
1225,0.1210
1295,0.1316
2020,0.3061
1175,0.1551
1460,0.1871
937,0.0913
1378,0.1666
340,0.0354
1369,0.1590
373,0.0429
2418,0.3644
618,0.0621
1245,0.1481
1476,0.1798
667,0.0832
1541,0.1627
2758,0.5181
384,0.0333
349,0.0383
1151,0.1437
744,0.0896
1530,0.1536
557,0.0551
2431,0.2607
768,0.0814
834,0.0812
412,0.0476
1378,0.1821
1948,0.3063
605,0.0623
160,0.0186
1043,0.0991
1020,0.0999
1383,0.1348
1093,0.1241
597,0.0512
1424,0.1400
549,0.0507
1410,0.3219
2917,0.6357
1170,0.1434
798,0.0601
661,0.0629
1182,0.1140
891,0.0969
383,0.0415
695,0.0750
560,0.0473
1856,0.1916
462,0.0429
2202,0.3362
779,0.0980
2120,0.2894
1372,0.1593
681,0.0602
1500,0.2105
285,0.0285
384,0.0417
1255,0.1290
1375,0.1340
1902,0.2369
901,0.0754
769,0.0788
2463,0.4375
1210,0.1393
222,0.0200
1287,0.1514
1155,0.0867
338,0.0355
711,0.0590
1855,0.1916
559,0.0532
1954,0.1930
1406,0.1524
2526,0.6341
879,0.1364
582,0.0542
219,0.0256
536,0.0566
961,0.0881
2759,0.5144
791,0.0822
797,0.1089
1870,0.2737
1062,0.1259
984,0.0931
1077,0.0881
1277,0.1910
969,0.1184
1035,0.1215
457,0.0423
980,0.0693
1347,0.1410
1431,0.1507
1420,0.1272
1062,0.1073
1421,0.2588
906,0.0658
1478,0.1967
554,0.0544
630,0.0545
922,0.0666
1201,0.1497
2435,0.2753
652,0.0508
599,0.0574
685,0.0841
1232,0.1388
446,0.0526
517,0.0427
488,0.0414
2557,0.2976
571,0.0490
657,0.0809
1812,0.2633
649,0.0711
927,0.0853
514,0.0472
453,0.0477
2360,0.2628
439,0.0348
1097,0.1068
1403,0.1412
982,0.1001
525,0.0501
552,0.0601
271,0.0279
1182,0.1627
845,0.0763
1493,0.1525
2225,0.3102
823,0.0668
1869,0.2279
1224,0.1302
761,0.0953
336,0.0335
2170,0.2440
1480,0.1641
1733,0.2079
478,0.0300
814,0.0715
1152,0.1391
1958,0.2218
490,0.0332
2499,0.3644
1436,0.1849
1486,0.1398
529,0.0406
515,0.0584
1281,0.1498
546,0.0461
520,0.0421
465,0.0480
266,0.0210
302,0.0315
1352,0.1235
605,0.0558
891,0.0968
220,0.0225
2441,0.3613
878,0.0720
1090,0.1089
423,0.0364
1196,0.1283
473,0.0445
1472,0.1619
1550,0.1922
593,0.0507
424,0.0336
981,0.0884
1271,0.1479
741,0.0611
2304,0.3080
862,0.0826
797,0.0772
1114,0.0995
446,0.0395
1089,0.1171
1614,0.1613
862,0.0882
882,0.0983
1274,0.1030
980,0.0927
341,0.0296
1291,0.1116
1838,0.2184
1537,0.1801
582,0.0925
651,0.0570
1578,0.1471
2978,0.9652
2083,0.2671
839,0.0912
632,0.0495
1773,0.2004
1106,0.1311
1046,0.0950
774,0.0541
2460,0.4180
797,0.0582
1229,0.1335
821,0.0761
399,0.0346
925,0.0712
1956,0.2860
520,0.0562
387,0.0276
1370,0.1198
798,0.0967
250,0.0188
836,0.1136
326,0.0262
836,0.0627
801,0.0676
185,0.0175
421,0.0364
441,0.0327
644,0.0617
1005,0.1152
2410,0.3723
1415,0.1727
1227,0.1069
1102,0.1064
2684,0.4116
516,0.0508
1041,0.0973
683,0.0606
414,0.0271
134,0.0119
439,0.0476
1501,0.1804
359,0.0305
838,0.0797
364,0.0298
690,0.0676
1078,0.0925
1359,0.1239
2735,0.4665
725,0.0585
2611,0.3831
1238,0.1392
1253,0.1003
417,0.0392
2729,0.5521
300,0.0276
1013,0.0860
190,0.0178
1188,0.1351
470,0.0412
759,0.0600
391,0.0307
475,0.0559
1710,0.2655
2084,0.2786
1536,0.1694
907,0.0774
2491,0.3669
1649,0.1360
1598,0.1547
594,0.0527
791,0.0752
1082,0.1561
485,0.0615
1590,0.1662
1293,0.1230
1267,0.1538
428,0.0380
435,0.0379
2344,0.3720
752,0.0743
1744,0.2175
927,0.0855
1244,0.1207
1419,0.1359
939,0.1023
1301,0.1227
663,0.0622
424,0.0366
1147,0.1536
564,0.0518
654,0.0546
790,0.0821
1334,0.1458
1309,0.1416
380,0.0309
1814,0.2010
516,0.0462
1780,0.1834
1533,0.1688
1422,0.1600
884,0.1000
1415,0.1485
1017,0.0843
2126,0.2694
1124,0.1032
1875,0.1759
1254,0.1168
921,0.1110
1312,0.1325
1490,0.1848
846,0.0812
1002,0.1001
1022,0.0926
876,0.0799
686,0.0728
966,0.1130
1531,0.1990
483,0.0356
844,0.0774
466,0.0511
1511,0.1585
2345,0.3486
2211,0.3788
