moves,runtime(in seconds)
3252,0.2612
10540,0.9188
2506,0.2040
7198,0.5826
8364,0.6492
12791,0.9827
13152,1.0272
5738,0.4893
6144,0.4967
8364,0.6485
4132,0.2963
13463,1.0251
8431,0.6557
16827,1.2989
224,0.0251
4611,0.3536
13142,1.0462
2213,0.1696
8747,0.6955
2469,0.1871
3346,0.2529
20064,1.5313
1000,0.0797
51077,3.9980
29889,2.5932
4706,0.3746
9343,0.8619
8702,0.7569
8057,0.7309
4935,0.4252
3582,0.3548
1904,0.2114
11079,1.4070
1620,0.1866
8348,1.0448
3341,0.3069
483,0.0648
8072,0.7361
53601,4.5582
3147,0.3215
2245,0.2037
1934,0.1415
14340,1.3139
8434,0.8072
8313,0.9222
8808,0.7684
6509,0.5686
629,0.0505
12243,1.3307
3133,0.3740
12618,1.1774
2855,0.2286
19702,1.6351
3725,0.2991
4494,0.4179
1666,0.1273
13355,1.0071
12608,1.1507
21091,1.9704
1577,0.1230
3264,0.2554
2619,0.1982
6253,0.5080
19050,1.4260
4291,0.3118
526,0.0583
5495,0.4613
1748,0.1295
16759,1.4058
4866,0.5470
18705,1.7448
8151,0.7019
759,0.0678
636,0.0534
24507,2.2475
334,0.0331
12724,1.1037
9307,0.7892
5124,0.5515
1485,0.1475
14408,1.1202
1169,0.1065
22602,1.7650
16046,1.4469
3089,0.2585
5599,0.4626
10557,0.8184
22728,1.6996
10581,0.8915
7994,0.7675
13636,1.1185
20236,1.6357
9959,0.7725
10175,0.8708
1518,0.1626
6072,0.5328
2955,0.2552
14481,1.2884
12615,1.0479
12581,1.2045
7391,0.8147
4382,0.5294
8686,0.7150
4621,0.3971
4920,0.5113
16168,1.4226
4889,0.4006
8734,0.7304
3644,0.2807
1127,0.0903
