moves,runtime(in seconds)
59636,7.9981
151591,19.178
28478,3.4937
87999,10.600
54376,6.5160
28748,3.4944
55099,6.6206
31352,3.7538
54993,6.5053
74234,8.8981
39178,4.7179
46660,5.5960
58074,7.1234
99085,12.346
91515,11.388
17504,2.1358
100367,12.018
92196,11.102
12567,1.5230
18157,2.2398
72510,8.5387
71118,8.4586
36999,4.4880
186544,23.546
37896,4.5499
21325,2.6466
68003,8.0486
50092,5.8824
25557,3.0017
45256,5.4885
14422,1.7795
51382,7.1449
35307,4.9555
36046,4.5040
89003,10.912
58918,7.6269
33880,4.2326
35997,5.5533
219388,25.681
100892,12.169
41069,4.8342
53574,6.5361
61267,7.1749
68979,8.2590
28421,3.3085
71465,8.4187
18816,2.2020
70557,8.3519
5474,0.7873
15269,1.9774
105493,13.888
20171,2.6775
38156,4.6646
17049,2.2594
34989,4.5475
13393,1.6944
33119,4.0010
71130,8.4794
42667,5.0660
58625,7.4588
160179,19.572
78954,11.507
13529,1.9922
98312,13.782
69606,8.6407
58745,7.1704
124696,15.650
32538,4.3381
34163,4.2620
53836,6.6264
70247,10.389
46740,5.8130
131600,16.140
67628,8.6218
65763,8.1145
118579,13.986
64385,7.8162
28017,3.5435
5401,0.6912
16147,1.9869
37145,4.5323
29387,3.8471
30151,4.4080
28114,3.5611
8821,1.0694
217398,27.226
28153,3.5359
11809,1.5480
119921,15.375
40528,5.1286
21556,3.0156
85642,10.439
37672,4.6777
125544,15.761
64760,7.8623
25456,3.4613
67879,8.1462
48933,5.8993
41662,5.3858
20123,2.5635
109008,14.234
52846,7.4924
53927,7.8472
7969,1.1839
64707,8.5411
14067,1.8712
97006,12.090
23466,2.9063
15709,1.9508
16612,2.1021
38441,4.7754
35020,4.3773
72546,8.9234
54274,6.3467
47941,5.7521
55923,7.0189
121691,14.331
18756,2.2442
70266,8.5973
82089,10.993
21383,2.4832
27651,3.4900
120419,15.050
20334,2.4115
109260,13.678
35610,4.5818
90147,10.708
56510,7.0142
18108,2.1319
18499,2.6754
10973,1.4447
69023,8.7028
74940,9.7182
39689,4.7557
25861,3.1027
24098,2.8381
29703,3.5642
40135,4.8602
154926,19.051
40532,5.4194
16664,2.0461
17579,2.1257
41020,5.2522
25537,3.5280
59944,8.2032
41018,5.6566
62366,7.5874
16923,2.0839
23410,2.9249
49146,5.8751
29285,3.5106
25220,3.0503
119544,14.456
33360,3.9558
51361,6.2267
