moves,runtime(in seconds)
1952,0.1089
637,0.0366
323,0.0169
1802,0.1061
591,0.0374
2144,0.1176
5308,0.2889
1209,0.0692
3235,0.1752
1006,0.0537
3990,0.2228
648,0.0421
902,0.0532
3230,0.1792
3740,0.2327
1579,0.0868
5480,0.2903
9933,0.5690
514,0.0281
3284,0.1998
650,0.0407
2758,0.1831
1121,0.0900
1209,0.0879
1529,0.0845
961,0.0542
1747,0.1221
6496,0.4176
2861,0.1530
1696,0.1003
1890,0.1059
574,0.0381
941,0.0545
1553,0.0900
2061,0.1343
726,0.0532
2446,0.1545
1066,0.0667
1745,0.1016
991,0.0627
2176,0.1631
1251,0.0950
3131,0.1851
8003,0.6151
3685,0.2518
3787,0.2662
479,0.0290
3018,0.1915
846,0.0475
1050,0.0610
709,0.0450
4242,0.2792
610,0.0430
1560,0.0908
1674,0.2094
931,0.0676
332,0.0214
441,0.0249
1094,0.0678
437,0.0256
2665,0.1507
652,0.0452
3270,0.1917
2124,0.1286
401,0.0252
1198,0.0729
1357,0.0832
1140,0.0707
1990,0.1203
631,0.0436
701,0.0393
1092,0.0657
1411,0.0810
2974,0.1702
593,0.0350
2446,0.1456
1083,0.0646
1324,0.0855
1589,0.0935
668,0.0425
2813,0.1787
1436,0.0856
5662,0.3750
1806,0.1066
2086,0.1285
2637,0.1586
7841,0.4916
395,0.0244
1131,0.0753
898,0.0547
1740,0.0967
1606,0.0934
1866,0.1171
719,0.0462
3623,0.2066
482,0.0299
1717,0.0928
688,0.0455
1388,0.0838
822,0.0505
407,0.0250
1198,0.0722
1113,0.0585
1394,0.0850
1085,0.0650
1484,0.0883
587,0.0374
777,0.0444
4407,0.2524
1908,0.1144
2978,0.1743
1591,0.0948
277,0.0182
557,0.0348
562,0.0321
2432,0.1424
481,0.0327
390,0.0252
493,0.0267
1496,0.0952
331,0.0184
1701,0.0951
1250,0.0742
4165,0.2489
3940,0.2281
2696,0.1612
1292,0.0761
1131,0.0654
301,0.0217
2008,0.1161
3216,0.1883
1176,0.0666
460,0.0259
1771,0.1110
1904,0.1053
3516,0.2095
545,0.0309
3540,0.2242
224,0.0146
1852,0.1088
1399,0.0898
1165,0.0680
2669,0.1431
1855,0.1017
1061,0.0614
3242,0.2005
2967,0.1691
2565,0.1330
1727,0.1049
150,0.0088
1686,0.0963
954,0.0602
1679,0.1052
2774,0.1508
712,0.0470
1327,0.0780
2210,0.1345
680,0.0378
849,0.0458
299,0.0180
2076,0.1170
1116,0.0720
1952,0.1107
1983,0.1183
1423,0.0822
2113,0.1230
2513,0.1440
4315,0.2469
3326,0.2007
2746,0.1640
545,0.0317
698,0.0399
3733,0.2141
676,0.0374
3227,0.1916
469,0.0297
3635,0.2031
5837,0.3621
2132,0.1290
1458,0.1099
2000,0.1143
981,0.0569
640,0.0349
2776,0.1540
2057,0.1456
1371,0.1534
3797,0.2088
1556,0.0870
3436,0.2858
350,0.0319
426,0.0451
2678,0.1782
3496,0.2162
699,0.0438
2972,0.1879
3032,0.1942
983,0.0754
1127,0.0821
2557,0.2751
3030,0.2450
569,0.0307
588,0.0406
5707,0.4886
1641,0.1380
199,0.0230
468,0.0443
4206,0.2965
2459,0.1380
175,0.0134
2546,0.2787
2827,0.2675
801,0.0636
1018,0.0778
517,0.0369
1253,0.0969
2593,0.2873
1290,0.0836
1201,0.0901
2329,0.1506
1296,0.0788
7232,0.5652
1425,0.0969
4479,0.2929
906,0.0560
654,0.0436
1741,0.1151
584,0.0380
1228,0.0737
1702,0.0969
893,0.0533
591,0.0333
218,0.0158
1050,0.0676
214,0.0147
1613,0.1078
6234,0.4093
1094,0.0673
837,0.0583
1207,0.0706
725,0.0460
590,0.0412
7463,0.5094
1430,0.1026
3083,0.4106
3876,0.2477
569,0.0404
3571,0.1964
1361,0.0915
3689,0.2177
3549,0.1946
4379,0.2459
546,0.0365
1161,0.0729
4399,0.2540
2312,0.1280
491,0.0329
4305,0.2475
628,0.0382
2476,0.1389
549,0.0318
7163,0.5227
428,0.0266
1582,0.1212
477,0.0326
1501,0.0873
1535,0.0927
754,0.0437
476,0.0288
1443,0.0867
3686,0.2056
3615,0.2251
2166,0.1260
1086,0.0692
358,0.0214
664,0.0471
620,0.0453
1516,0.0906
3609,0.2250
1172,0.0766
1110,0.0749
1247,0.0836
376,0.0241
457,0.0444
2851,0.2951
5131,0.3811
832,0.0632
3085,0.4013
3183,0.2584
3218,0.2953
2252,0.1366
835,0.0531
699,0.0739
2372,0.1448
825,0.0453
2782,0.1617
4144,0.3250
874,0.0746
1208,0.0822
290,0.0215
1024,0.0642
443,0.0275
705,0.0635
1351,0.1022
2567,0.2128
2202,0.1567
2058,0.1390
1647,0.0992
842,0.0803
881,0.0785
1509,0.1062
1225,0.0752
990,0.0694
4905,0.4037
2172,0.1490
269,0.0177
864,0.0640
3160,0.2184
1003,0.0692
3597,0.3137
1276,0.0813
1653,0.0983
3492,0.2345
2246,0.1295
2154,0.1543
2844,0.1922
602,0.0416
190,0.0143
3788,0.2402
1540,0.1171
2835,0.1928
5582,0.4440
2455,0.1452
1909,0.1153
3347,0.1900
2160,0.1357
1120,0.0696
4354,0.3088
196,0.0204
1691,0.1315
2734,0.2170
3748,0.2369
2715,0.2117
9413,0.7054
1664,0.1215
2785,0.2519
3435,0.3014
639,0.0669
835,0.0895
471,0.0266
1922,0.1228
5962,0.4667
465,0.0292
224,0.0170
3349,0.1963
1165,0.0767
2238,0.1454
2044,0.1321
893,0.0663
3082,0.2148
2407,0.1393
6245,0.3939
1251,0.0892
3637,0.2388
750,0.0519
3093,0.2082
1303,0.0827
1249,0.0737
2208,0.1506
5060,0.4432
709,0.0635
1317,0.1045
850,0.0633
3195,0.2925
1933,0.1085
1182,0.0687
1018,0.0650
2685,0.2006
1266,0.0857
3130,0.3171
1453,0.1509
1462,0.0915
523,0.0300
2330,0.1382
484,0.0303
770,0.0492
922,0.0549
835,0.0551
2507,0.2167
1276,0.1016
5066,0.3407
1535,0.1082
1244,0.1164
1345,0.1057
3213,0.2531
986,0.0922
1688,0.1504
972,0.0643
511,0.0277
2478,0.1576
1502,0.0905
1131,0.0644
688,0.0386
411,0.0251
319,0.0241
978,0.0602
251,0.0176
1381,0.1479
1765,0.1109
3465,0.2390
2920,0.1726
2084,0.1312
3583,0.2188
2037,0.1197
7501,0.6216
3923,0.2340
451,0.0325
1320,0.1064
905,0.0743
1810,0.1758
689,0.0471
1065,0.0693
1619,0.1098
1495,0.0929
1282,0.0821
897,0.0445
5324,0.3844
2018,0.1240
497,0.0281
1573,0.1158
2513,0.2010
2488,0.1900
2228,0.2460
1094,0.0636
2955,0.2473
5816,0.5797
2080,0.1621
1227,0.0793
564,0.0398
518,0.0374
364,0.0253
311,0.0212
2410,0.1664
2229,0.1713
4450,0.4358
1924,0.1167
371,0.0221
1720,0.1073
1790,0.1798
2664,0.1807
1390,0.1345
1133,0.0734
166,0.0116
3373,0.2531
4252,0.3238
3146,0.3136
2035,0.1478
1263,0.0745
993,0.0556
829,0.0499
2558,0.1920
6994,0.5382
2003,0.1214
2600,0.1485
2102,0.1293
430,0.0236
1164,0.0665
727,0.0433
1297,0.0857
3271,0.2709
5304,0.3660
829,0.0671
4733,0.3721
1283,0.0837
470,0.0445
132,0.0149
874,0.0846
1362,0.1034
705,0.0468
3082,0.1981
1149,0.0841
256,0.0181
1946,0.1150
2861,0.1754
1301,0.0740
2132,0.1992
281,0.0339
2109,0.1916
408,0.0364
256,0.0204
3351,0.2146
924,0.0556
634,0.0861
250,0.0199
1487,0.0943
444,0.0303
2594,0.1647
4581,0.2956
749,0.0478
253,0.0176
722,0.0516
1030,0.0566
816,0.0573
327,0.0288
1159,0.0855
4146,0.4823
901,0.0992
337,0.0351
879,0.0833
1544,0.1522
2804,0.3360
2053,0.2869
4073,0.3399
831,0.0842
965,0.0659
1032,0.0768
1213,0.0735
1169,0.1086
1678,0.1587
2131,0.1468
3322,0.2009
619,0.0366
495,0.0300
566,0.0338
379,0.0232
432,0.0297
1593,0.0990
994,0.0646
483,0.0320
2325,0.1614
4041,0.2470
4517,0.3467
342,0.0324
758,0.0677
8230,0.6287
2710,0.1764
1965,0.1317
778,0.0446
2522,0.1471
611,0.0428
1024,0.0577
1559,0.0924
1443,0.0823
2159,0.1282
769,0.0413
728,0.0457
2781,0.1633
477,0.0307
3853,0.2098
4782,0.3042
1252,0.1271
2159,0.1430
925,0.0562
1861,0.1120
744,0.1002
720,0.0419
4440,0.4490
4333,0.3012
1563,0.1646
1940,0.1336
871,0.0979
1567,0.1133
2786,0.1787
374,0.0246
1987,0.1261
851,0.0710
628,0.0395
1241,0.0829
385,0.0445
2750,0.1640
1216,0.0680
608,0.0589
693,0.0683
1074,0.0717
2698,0.1614
1207,0.0694
364,0.0216
2900,0.1849
6665,0.6416
6020,0.4311
1072,0.0621
1495,0.0806
6872,0.4397
700,0.0440
1905,0.1158
603,0.0346
491,0.0291
684,0.0387
2040,0.1191
2648,0.1543
1163,0.0717
1629,0.0980
2016,0.1854
640,0.0626
824,0.0563
912,0.0578
3087,0.2029
1120,0.0799
4106,0.4219
5040,0.3176
407,0.0473
1515,0.2320
1546,0.1045
428,0.0287
3783,0.2391
4566,0.3864
2077,0.2083
4003,0.2752
680,0.0428
2008,0.1268
1193,0.0858
2244,0.1483
716,0.0450
1858,0.1381
1389,0.1030
1275,0.0969
510,0.0341
3676,0.2643
1299,0.1185
889,0.0695
916,0.0620
3706,0.2262
475,0.0363
647,0.0862
471,0.0868
3085,0.1797
976,0.0576
843,0.0852
4852,0.3287
814,0.0627
454,0.0339
5642,0.4153
3712,0.2537
281,0.0198
461,0.0309
1013,0.0701
235,0.0167
6917,0.6622
1459,0.0967
538,0.0328
281,0.0308
475,0.0738
1952,0.1572
934,0.0605
2090,0.1365
2390,0.1968
1102,0.0773
699,0.0441
846,0.0521
405,0.0424
4514,0.3692
1159,0.1093
930,0.0662
407,0.0344
896,0.0570
3748,0.4183
1177,0.1021
1577,0.1593
5648,0.4601
934,0.0594
5182,0.2892
2502,0.1590
596,0.0446
2333,0.1492
5653,0.4743
1172,0.0757
418,0.0253
1415,0.0816
759,0.0444
365,0.0217
787,0.0414
412,0.0241
1011,0.0687
1118,0.0718
1364,0.0742
1413,0.0839
908,0.0526
412,0.0238
401,0.0263
1309,0.0783
3022,0.1812
4335,0.2498
5516,0.3472
4698,0.3033
1358,0.0873
1155,0.0711
503,0.0328
326,0.0218
4987,0.2941
788,0.0495
2608,0.2137
859,0.0576
