moves,runtime(in seconds)
21832,2.6178
87727,9.1478
26796,2.6542
2139,0.2181
31639,3.1019
14268,1.3701
25378,2.6042
67665,6.6760
3713,0.3670
40273,3.8352
25891,2.7044
226077,24.458
110583,10.822
73574,6.9218
7369,0.7576
32856,3.5857
47317,5.1369
152255,14.816
71702,8.2824
71455,6.9313
29931,2.8873
105319,11.205
42067,4.3465
23657,2.3514
28062,3.0686
61551,6.2792
2473,0.2623
25439,2.5052
125716,12.490
19335,1.8685
13787,1.6004
18162,1.7517
16829,1.7698
41271,4.9795
55126,5.5134
45803,4.7596
14299,1.4590
39301,4.0285
47198,4.8054
71667,7.2485
85573,9.3053
39002,4.5278
90667,8.8678
59623,6.2247
23133,2.1787
63294,6.2114
29164,2.9608
26628,2.5159
18099,1.8772
82516,7.8311
49660,4.9259
11367,1.1878
124824,14.903
46100,5.0110
49496,6.9214
27072,2.9595
21415,2.1336
149041,14.852
41038,3.9979
62488,6.7527
62413,6.0491
28144,3.0751
108999,12.579
26315,2.8995
34662,3.7208
148331,14.958
42662,3.8877
49803,5.1276
41007,4.7436
66029,6.9951
63454,6.3407
353659,34.250
116745,11.460
80755,7.7282
131041,12.303
18822,2.1486
44839,4.3836
39901,4.2249
48654,4.7019
61149,5.8334
26158,2.5444
34569,3.2695
40990,4.2856
29947,3.0508
29851,3.0010
30495,3.2916
52552,5.0628
67102,6.4257
134449,13.072
10081,1.0094
20162,1.9431
108924,10.783
13058,1.3494
9853,0.9191
7389,0.6990
56291,5.5124
11342,1.2333
31139,3.0307
175128,17.369
45396,4.4604
10795,1.2580
5901,0.6505
110446,10.724
48013,4.7745
42108,4.1101
2910,0.3158
7613,0.8778
21749,2.1416
92787,8.8665
89484,8.8355
97555,9.8170
71903,7.1098
8442,1.2150
101653,10.044
171092,17.246
11156,1.0259
9406,1.1283
19834,2.0636
90944,9.8969
58674,6.5309
115075,11.356
150009,14.593
24480,2.8278
39140,4.2223
55306,6.3634
72467,7.4529
103763,10.608
56043,5.7450
83881,8.2002
52953,5.0877
8578,0.9613
24946,2.5644
104537,10.265
42634,4.0975
41523,4.6753
12119,1.2130
20378,2.2537
52058,5.4051
115116,10.900
77210,7.7161
52930,5.5776
45139,4.3440
29735,3.3930
31078,3.1754
149084,13.588
27337,2.9592
18149,1.6836
21991,2.1220
36087,3.2527
51335,4.8485
58697,5.7503
67167,6.2345
173699,15.703
94203,9.2129
28111,2.7195
12938,1.2309
45755,4.4804
75991,6.8974
81291,7.4524
10661,1.0937
59541,5.5020
75147,6.9838
16409,1.7221
87117,8.0381
144750,12.928
38290,3.7586
40576,4.2158
41713,3.9014
46656,4.2624
28736,2.6035
56292,5.2679
51479,4.8379
82753,7.3258
61043,6.0994
33492,3.2174
57113,5.8808
74120,7.5689
111660,11.116
64157,6.6244
87489,8.8364
3569,0.4130
17585,1.7910
59064,6.5904
77663,7.9513
13917,1.4255
30898,3.1670
161456,17.062
45847,4.7354
14240,1.5528
46796,4.8150
43942,4.9848
60254,5.7407
63726,6.1688
99358,10.421
88121,8.4446
17277,1.7127
82279,8.6147
58263,5.6882
51412,5.1969
20038,1.8621
86940,8.4014
26723,2.6594
44463,4.3051
27834,2.6815
91678,8.5538
31762,3.0390
56122,5.0597
48274,4.3584
117166,10.772
28757,3.0688
103539,9.7738
37021,3.7720
51608,5.3048
89659,9.1233
17416,1.8897
12373,1.2783
33403,3.2244
74295,7.5731
94378,10.014
27168,2.7958
13603,1.3390
48975,5.3939
97085,9.8238
24768,2.7711
9522,0.9595
62261,6.9134
87476,8.4844
116490,11.860
18755,1.7650
35682,3.3053
83340,8.0209
86848,8.0901
113701,10.761
64602,6.1685
60330,5.6162
82679,7.4193
116341,10.466
57471,5.3278
30567,2.8373
30797,2.9143
44427,4.5213
5367,0.5789
39065,3.5474
44757,4.2177
72717,7.2733
103792,9.9639
38495,3.7971
48991,4.7944
3617,0.3920
41998,4.3624
139181,13.669
24406,2.2432
71583,6.7017
46559,4.2510
79975,7.5072
51244,5.5652
7969,0.9506
127728,12.048
81271,7.4692
36962,3.3353
56907,5.6648
88268,8.0642
63799,5.8867
60888,5.6507
58507,5.4535
23277,2.3870
134421,13.032
67343,6.6285
40343,3.9392
2590,0.2664
100353,9.3609
37623,4.1762
40278,4.1016
47326,5.1553
207515,20.085
81688,7.7270
22444,2.3591
75871,7.1967
78819,7.7310
135218,13.404
65609,6.4909
26628,3.1379
19847,2.1769
36493,3.7553
18354,1.8820
23172,2.3025
12049,1.1996
72989,6.8007
42781,4.6314
28368,3.0987
33572,3.4049
53897,5.4598
31736,3.0229
57831,5.7445
79779,8.3632
78207,7.6629
54967,5.6357
13161,1.2750
43490,4.1771
95832,9.3373
3499,0.3580
68903,6.9252
45550,4.2225
84437,8.8515
61409,6.8092
21279,2.1201
17582,1.9435
20589,2.1750
22699,2.5248
42901,4.7757
179002,18.993
33007,3.5536
52676,5.5882
40801,4.1927
143958,14.098
119441,12.096
19427,2.0132
201345,21.478
59231,6.0429
24171,2.9068
57052,6.1255
160179,16.130
19824,2.1837
28542,3.2197
122753,12.012
26095,2.9355
49640,6.5824
66507,8.9655
71629,9.0087
122302,15.790
18409,1.9586
7536,0.7613
32193,3.0856
31145,3.0283
116379,11.101
81177,7.4316
56714,6.0696
61861,5.8183
26955,2.4648
25058,2.2362
29475,2.7504
72902,7.2182
22965,2.1003
29050,2.6410
90185,8.0532
26447,2.6124
36957,3.4344
22147,2.1352
110471,10.473
34794,3.4867
29082,2.7752
77112,7.8430
12418,1.1480
13214,1.2538
91254,8.5432
15957,1.5063
62880,5.6082
118163,10.768
55394,5.1508
22627,2.1043
90908,8.4585
34100,3.1127
80263,7.2868
290220,26.014
51311,4.9660
48992,4.5240
96944,9.3737
62559,6.0196
63212,6.3038
66481,6.5779
86620,8.8939
25510,2.5735
54708,5.6516
56312,5.4833
15398,1.5494
46727,4.6032
130260,12.239
65323,6.3451
15025,1.5690
145411,13.986
11360,1.1208
31386,3.2202
78895,7.7921
9374,1.0211
48991,4.8535
17289,2.2693
39179,4.1163
83233,7.8838
21894,1.9952
46190,4.4647
29836,2.9085
51967,4.8160
30020,3.1337
115651,11.517
15027,1.4727
85416,8.9016
19259,2.1155
112432,11.440
56159,5.1079
15122,1.6139
40213,4.1431
56227,5.6235
48262,5.5545
14587,2.0406
37050,3.5190
31593,3.0662
37601,3.8264
55177,5.4181
45021,4.5500
41847,4.5601
52431,5.1947
31912,3.4544
34533,3.8512
27409,2.5885
31392,3.0362
69976,6.6195
8746,0.9436
13746,1.9282
40726,4.1149
78255,7.5889
71776,6.7707
120963,11.959
31958,3.0568
27652,2.8400
7119,0.7397
52266,5.0385
8938,0.9700
62115,6.7128
46104,5.0412
56406,5.5719
37432,4.1243
85706,8.3340
17473,1.9248
30364,3.0833
48051,5.6071
49995,5.1690
8767,0.9444
8004,0.8687
6948,0.7445
33016,3.5467
30473,2.9241
82316,7.6844
41938,4.5615
82027,8.5335
37065,3.8314
70070,7.0127
42607,4.5542
12174,1.1970
45313,4.4439
84281,8.1074
73851,7.1714
5633,0.6295
6893,0.7838
146288,13.396
94159,9.1711
44319,4.5568
57750,5.2599
31510,3.1009
18191,1.7111
159159,15.243
26948,2.5798
19592,1.8095
31415,3.0038
81386,7.4500
67074,6.1876
23156,2.3388
61405,5.7864
55048,4.9172
125565,11.393
67410,6.1365
7927,0.7970
34528,3.2348
26705,2.7377
25809,2.6802
31231,2.9609
4156,0.4188
63537,5.7937
77429,7.4325
51050,4.9762
91429,9.1582
13626,1.5749
8753,0.8725
157132,15.306
137036,14.720
131071,13.768
40476,4.2785
7442,0.9194
63058,7.3188
37112,3.7056
64307,6.5186
39138,4.3921
56753,6.1748
34817,3.7857
40474,4.3343
14783,1.5973
44376,4.6088
34006,3.3099
10893,1.1922
172576,17.543
128521,12.709
23454,2.4205
32823,3.3217
99013,8.9581
240606,22.292
12407,1.1416
20407,1.8845
19879,1.8961
70483,6.9691
9476,0.8612
132892,12.045
62050,6.2694
24208,2.3752
58207,5.2934
76488,7.0422
12070,1.1735
88475,8.6916
67879,7.1560
25770,2.2937
54209,5.2259
121883,11.714
38283,4.2931
43722,5.1746
6796,0.6726
31095,3.0290
2828,0.2983
5045,0.5420
75126,7.9605
36386,3.8005
78487,7.4546
84289,8.4479
58453,5.7487
74945,7.4413
69382,7.0989
14508,1.3092
130305,13.538
59626,6.1043
43140,4.6523
42897,5.2376
19850,1.8420
90727,8.4543
69004,7.0929
23253,2.9929
19254,1.9831
67181,7.1937
103165,16.351
39084,6.1234
14561,1.5536
18274,1.8510
20251,2.8130
14976,1.9079
12635,1.4688
79906,8.8324
8205,1.0777
39647,5.2021
