moves,runtime(in seconds)
8990,0.7497
6220,0.5282
16063,1.3107
7714,0.7117
24829,2.0517
16914,1.4437
49130,3.6392
9289,0.8429
23870,2.0745
16065,1.3172
38296,3.3941
36150,3.1490
18528,1.6032
74900,6.6707
38964,3.1245
29240,2.6207
57771,4.8068
5844,0.4931
15112,1.2497
79171,6.8305
32855,2.9214
30220,2.7306
20143,1.6671
22703,2.0727
24369,2.3262
13158,1.1397
169141,14.608
15560,1.4128
15870,1.4632
10239,0.9405
29460,2.2932
12111,0.9743
9259,0.8209
31762,2.5813
14534,1.1587
16472,1.3238
24301,2.0825
39344,3.9435
62451,5.4912
42999,3.3330
34435,2.6335
21853,1.6508
47819,3.8460
9271,0.9073
44006,3.9699
43793,3.7010
4382,0.3663
75161,6.1959
10086,0.8865
77985,7.2258
4662,0.4035
8353,0.6737
10630,0.8541
34336,3.0069
25998,2.2088
26673,2.1927
16243,1.3997
7269,0.6162
10437,0.8598
23718,2.2311
16680,1.3791
6679,0.6263
36974,3.1279
27015,2.4411
34434,2.8086
39461,3.3963
33745,2.7771
14502,1.1940
43476,3.7378
6721,0.5531
27014,2.2645
15100,1.2459
45404,3.8346
13461,1.1702
30404,2.4341
21903,1.6584
29693,2.6712
25419,2.3154
37336,3.3158
12521,1.0843
17220,1.4441
16251,1.3505
8920,0.7887
41019,3.4255
22997,1.9113
9822,0.8966
22960,2.1258
20014,1.7179
90237,6.9110
15448,1.2389
45852,3.7554
53647,4.8748
5393,0.4279
18960,1.5895
65681,5.6637
25463,2.0535
14229,1.1775
7906,0.6478
18054,1.5228
51372,4.2946
7451,0.6141
16698,1.3741
42642,3.1737
17204,1.2664
11484,0.8455
100569,7.6447
70420,5.9564
55325,4.4836
90144,7.4123
42777,3.4246
25719,2.0392
6691,0.5786
13911,1.1663
5850,0.4552
20057,1.5998
35473,2.9820
12319,0.9899
43414,3.9671
18506,1.5511
52423,4.1934
47360,4.1828
62440,5.4226
16533,1.2817
11633,0.8802
7374,0.5674
122484,10.334
38216,3.1753
6214,0.5749
45434,3.6261
26898,2.1535
28607,2.2860
19580,1.7185
15021,1.1699
5458,0.4048
27213,2.2306
18161,1.5655
11294,0.8614
13490,1.1398
18038,1.4972
10233,0.8555
17283,1.3484
12912,1.0558
36803,3.1224
15218,1.2870
15751,1.3646
19477,1.6590
13088,1.1276
37948,3.0713
22225,1.7863
49195,4.1674
35271,2.8488
24528,2.0796
28471,2.3393
32303,2.6528
86501,6.6375
27877,2.1768
6987,0.5321
33907,2.7564
12274,0.9328
10533,0.8741
3797,0.3816
20950,2.0202
112851,9.5908
30820,2.3437
59340,4.8681
5237,0.4371
22091,1.8290
18862,1.4923
50381,4.0727
16086,1.3677
15849,1.2603
13145,1.0398
115563,8.8501
6943,0.5620
10858,0.8801
36206,2.8139
66338,5.4242
20176,2.1752
60684,6.5632
32196,3.2354
4212,0.3388
19660,1.7915
10673,1.1073
33387,3.1739
18125,2.0905
2094,0.1764
56050,5.5238
68853,5.4744
77599,6.1205
34054,2.7991
25981,2.0773
41021,4.1489
19355,1.5720
22745,2.3952
34735,3.2078
16957,1.6121
20672,1.9790
1104,0.0957
63138,5.5154
4217,0.3664
26132,2.0896
34739,3.0182
6965,0.6869
19773,1.7826
73371,6.2823
15317,1.2078
29964,2.4330
30145,2.7789
3889,0.3536
44319,4.0589
73383,5.8808
46098,4.4208
26247,2.5906
17323,1.6576
9829,0.9555
9893,1.0905
75704,6.3217
2264,0.1858
10736,1.1124
10041,0.9594
84408,7.8903
11048,0.9055
42485,3.2960
39329,3.0555
7941,0.6496
8848,0.7549
4081,0.5078
2796,0.2876
3651,0.4764
57310,5.0969
8208,0.7110
13056,1.0635
131339,11.032
7193,0.5434
9230,0.7250
10434,0.8937
25003,2.2440
26259,2.2693
17715,1.3531
49458,3.7454
63873,4.9231
24348,1.8187
52110,4.0756
12961,1.0481
31487,2.6691
12141,1.0075
6297,0.5118
20750,1.5653
14166,1.0649
32070,2.4808
20237,1.4792
2298,0.1942
32539,2.4004
35683,2.6441
23675,1.7798
3516,0.2778
23332,1.8993
22396,1.8449
33179,2.4867
39675,3.1474
47379,3.8297
62942,5.1125
11042,0.8840
11975,0.9702
6771,0.5566
21324,1.6552
24020,1.9563
6696,0.5252
44321,3.9496
15340,1.3735
53199,4.2913
28854,2.2784
17222,1.4540
10445,0.8017
6418,0.5043
38101,2.9366
2416,0.1996
39597,3.1440
4376,0.3641
54853,4.3175
27917,2.2298
12716,1.0151
59066,4.9543
50895,4.1552
77189,6.2005
5755,0.4920
23488,1.9048
12864,1.0204
12534,0.9472
10623,0.8541
59929,4.9464
26730,2.6073
31029,2.5565
12839,1.2469
8655,0.8972
12581,1.3497
6024,0.5223
19730,1.7790
39437,3.1041
64933,5.1542
39515,3.7272
151432,13.893
16973,1.4808
17523,1.8070
32904,3.0727
12758,1.1279
9873,1.1538
44169,4.0749
19884,1.5925
103592,9.5199
4329,0.4414
51104,5.0587
23821,2.6774
21035,2.1097
155822,13.934
38270,3.6587
72678,7.0353
19973,2.0904
46097,4.1455
26022,2.4933
69453,6.6054
42995,4.2602
18293,1.8319
9598,1.0165
13730,1.3492
27078,2.6619
17195,1.8461
32801,3.1077
50549,4.9601
14512,1.4870
30219,2.7786
9650,0.8525
25645,2.2668
16879,1.7265
15177,1.5251
31911,2.9064
8913,0.8364
70716,6.2501
90199,6.9355
21174,1.7314
13672,1.0995
19114,1.6817
25660,2.0847
3793,0.3052
21784,1.7839
25356,1.9796
17759,1.4020
30895,2.4643
7400,0.6065
7198,0.6145
54980,4.4430
47453,3.6921
39964,3.1866
51486,4.3476
91917,7.4292
62902,4.6152
3899,0.3043
36861,2.7797
33873,2.5786
48878,3.9020
17876,1.3275
2969,0.2767
17798,1.4474
262863,20.459
22963,1.7169
12539,0.9398
15068,1.2162
29064,2.1647
20005,1.5059
56254,4.2395
76296,5.6830
10125,0.8067
51947,4.1422
41782,3.1703
8498,0.7227
30852,2.4776
113596,9.0990
25169,1.9716
10062,0.8274
9905,0.8378
52496,4.2365
62380,4.9732
11828,1.0302
39047,3.7368
27585,2.6445
14809,1.1746
42682,3.7287
54227,5.2064
11900,1.0512
17962,1.5071
3259,0.3780
20302,1.8386
62074,5.2307
76346,5.8925
16274,1.2389
19266,1.4579
12886,0.9655
3094,0.2528
57775,4.7909
27064,2.2816
12664,0.9889
10843,0.8376
41847,3.5618
19421,2.0115
66326,5.3722
9358,0.8817
17665,1.6591
12191,0.9936
21105,1.7184
998,0.0929
12765,1.0739
37680,3.3067
55094,4.6357
8833,0.8144
35073,3.0138
7088,0.6076
23444,1.8854
39731,3.0962
16500,1.3655
44564,3.7749
51421,4.1331
49040,4.1050
38522,3.0968
11058,1.0962
20659,1.7527
14052,1.1639
26491,2.1428
76716,6.4348
30656,2.5220
23613,2.0284
60069,5.0670
19919,1.5775
22857,1.8180
52945,4.1875
9690,0.7905
16522,1.3213
55379,4.6478
57331,4.6460
7379,0.5782
11028,1.0755
21705,1.8689
5247,0.4924
27104,2.2184
240597,20.212
16086,1.4685
80563,6.9432
5126,0.4328
21324,1.6947
10931,0.9106
8216,0.6793
54531,4.4061
23218,2.2700
57365,5.0867
5322,0.4519
21925,1.7467
13746,1.0913
10269,0.8317
96146,7.7317
18358,1.4701
18705,1.5076
38560,3.0224
12189,1.0097
24111,2.2354
8687,0.7538
12521,1.2269
61122,4.9343
58941,4.6507
5292,0.4353
11829,0.9891
8298,0.6433
19342,1.5904
8338,0.7080
21858,1.6945
18825,1.5453
4234,0.3448
5120,0.4120
10058,0.8359
45199,3.5515
14918,1.1989
6896,0.5517
11377,0.8959
40422,3.1701
3004,0.2556
8502,0.6642
14276,1.1051
8519,0.6669
27436,2.3507
46622,3.7400
18684,1.4660
13406,1.0773
5988,0.4989
31908,2.5567
15815,1.2659
1585,0.1378
32867,2.7516
25155,2.0031
59136,4.9053
5926,0.4793
15686,1.2137
53074,4.3104
4715,0.5810
3130,0.2827
13710,1.1193
43896,3.9402
15936,1.5387
47848,4.7723
13166,1.0168
35678,2.8110
34708,2.6012
16040,1.2616
15273,1.1285
47923,4.0085
48954,3.7176
21968,1.7840
70496,5.4220
9809,0.7602
29063,2.3276
40863,3.3166
26624,2.2204
5495,0.4700
54950,4.3974
56351,4.5956
31728,2.3810
30815,2.2533
15860,1.2238
7762,0.5949
24661,1.8606
15082,1.1276
8697,0.6568
31521,2.3375
30657,2.4066
7220,0.6181
100077,7.4850
27709,2.1540
51185,3.7697
9483,0.7446
16063,1.1981
9957,0.7578
28379,2.1458
8880,0.6574
10278,0.8125
33488,2.5373
78151,6.0590
27638,2.1075
16373,1.4028
15862,1.3077
56332,4.4320
27029,2.0514
56857,4.3295
7547,0.6696
16212,1.3228
40645,3.3170
8391,0.6754
23058,1.8825
4914,0.3984
54858,4.3171
50955,4.0541
25978,2.2414
30165,2.4965
93733,7.1725
20855,1.6141
56412,4.6597
5869,0.5520
32341,2.7099
52025,4.0534
41337,3.1537
99416,7.7376
44128,3.5521
15433,1.2365
16642,1.3949
8017,0.6841
5236,0.5713
6769,0.7403
19809,1.8153
10597,0.9143
57252,5.0455
5676,0.5084
39162,3.3354
3492,0.2625
11517,0.8865
11126,0.8682
27961,2.1422
19262,1.5515
35731,2.7854
14391,1.1501
37960,3.8517
66875,5.9637
18892,1.5213
11615,1.0444
34382,2.8172
18416,1.5957
24038,2.0188
32617,2.7818
6165,0.4767
31779,2.4294
24780,2.0192
4830,0.4007
37755,3.0442
73853,6.1127
12766,1.0083
29200,2.2692
9901,0.7640
17262,1.4670
28691,2.4424
22552,2.1819
51514,4.6334
69819,5.7045
6040,0.4609
22225,1.8226
15515,1.2684
3988,0.3160
3503,0.2730
62216,5.0126
12946,1.2101
28970,2.4235
25411,2.0451
53442,4.2363
31687,2.5598
4323,0.4048
83362,6.6772
47870,3.7015
21764,1.7784
12633,1.0097
98790,8.3136
8984,0.7539
44451,3.5244
14944,1.1512
29036,2.1803
33811,2.8905
6004,0.5367
28473,2.4194
23658,2.0041
3173,0.2902
53088,4.2753
23339,1.8847
21683,1.8302
66003,5.4681
16947,1.3092
46231,3.8337
45097,3.6996
6370,0.5054
24081,1.9012
13950,1.1279
16178,1.2973
18070,1.6643
28845,2.3870
14642,1.3046
2312,0.2203
8411,0.7337
11463,0.9141
7453,0.6073
1782,0.1466
28644,2.1766
