path
120012113312451122235523013334330045224545440122345000,010012113312451122235523013334330045224545440122345000,010001113312451122235523013334330045224545440122345000,010001113312451122125523013334330045224545440122345000,010001113312451122015523013334330045224545440122345000,010001113312451122015523013334330045223445440122345000,010001113312451122015523013334330045222345440122345000,010001113312451122015523013334330045222334440122345000,010001113312451122015534013334330045222334440122345000,010001113312451122015545013334330045222334440122345000,010001113312451122015545013345330045222334440122345000,010001113323451122015545013345330045222334440122345000,010001113323341122015545013345330045222334440122345000,010001113323341122015545013345330045222323440122345000,010001113323341122015545013345330045222312440122345000,010001113334341122015545013345330045222312440122345000,010001113345341122015545013345330045222312440122345000,010001113345341122015545013334330045222312440122345000,010001113345341122015534013334330045222312440122345000,010001113345341122015523013334330045222312440122345000,010001113345341122015512013334330045222312440122345000,010001113345341122015512013345330045222312440122345000,010001113334341122015512013345330045222312440122345000,010001113323341122015512013345330045222312440122345000,010001113323341122015512013345330045222323440122345000,010001113323341122015512013345330045222334440122345000,010001113323341122015512013345330045223434440122345000,010001113323341122015512013345330045223445440122345000,010001113334341122015512013345330045223445440122345000,010001113334341122015512013345330045223445441222345000,010001113334341122015512013345330045223445442322345000,010001113334341122015512013345330045223445443422345000,010001113334341122125512013345330045223445443422345000,010001113334341122125512013345330045223445443422234000,010001113334341122125501013345330045223445443422234000
