moves,runtime(in seconds)
63671,4.5989
17739,1.2499
92521,6.7284
6708,0.4901
24899,1.9078
20900,1.4610
14117,1.0225
7739,0.5816
23957,1.8869
45907,3.2337
25650,1.8176
6979,0.4829
12792,0.9072
1618,0.1370
18599,1.3153
17013,1.2537
23896,1.7336
11602,0.8662
51671,3.5761
37927,2.8497
1798,0.1674
35502,2.6695
7532,0.5032
34366,2.4180
72450,5.1877
4918,0.3499
3128,0.2074
42803,3.0410
29361,2.1548
21854,1.5618
14954,1.0182
26534,1.7955
5867,0.4418
28314,2.0192
11425,0.8016
9719,0.6603
23132,1.6926
21904,1.5882
19875,1.4524
5730,0.4210
165886,11.690
116662,8.4005
29302,2.0325
12008,0.9107
11747,0.9120
17479,1.2516
20453,1.4151
29860,2.2005
34035,2.3123
25522,1.9122
16889,1.2618
2795,0.2214
19713,1.4350
8052,0.5956
86540,6.2127
31367,2.2695
10095,0.7899
15969,1.1755
32031,2.3355
16672,1.2236
22176,1.6552
10040,0.7622
4474,0.3295
24976,1.7661
18613,1.3302
19422,1.3811
66568,4.5719
9901,0.7056
30550,2.2551
15366,1.1592
21568,1.5880
28794,2.0760
5039,0.4242
7710,0.5809
18607,1.3333
29780,2.2895
20312,1.4908
59200,4.3743
32427,2.3113
39311,2.9248
43011,2.9901
27526,1.8845
55472,4.0496
42359,3.0282
13690,1.0206
29942,2.0794
2747,0.2065
25996,1.8407
13309,0.9360
12454,0.8822
52195,3.7124
65270,4.4997
56545,4.0390
9382,0.7231
10359,0.8790
17225,1.2681
5661,0.4394
11831,0.8641
20035,1.3859
15198,1.0795
16887,1.1912
57911,4.1710
14475,1.0870
10446,0.7392
5740,0.4601
18086,1.2267
21419,1.4254
12301,0.9415
28165,2.0203
28099,2.0681
35568,2.5308
4445,0.3516
22073,1.6388
68501,4.9493
28812,2.0912
36736,2.5817
29141,2.0775
64339,4.6136
110167,7.8982
19674,1.4615
17524,1.2641
24481,1.7525
10730,0.7501
16472,1.2781
89927,6.3843
27068,1.8767
5452,0.4234
26535,1.9857
15577,1.1288
32694,2.4254
4397,0.3960
14430,1.0545
32344,2.4233
89209,6.3341
25096,1.9041
19897,1.5527
110184,7.9102
36997,2.7088
25673,1.8433
91417,6.3994
21718,1.5336
7981,0.6107
18853,1.3957
9254,0.6540
13052,0.9760
64625,4.6886
33627,2.5025
16760,1.2456
110161,7.8386
15255,1.1110
17999,1.3284
41997,2.9803
37759,2.7302
7604,0.5994
50589,3.4982
30472,2.3307
32197,2.4464
25623,1.9518
4638,0.3100
13216,0.9729
97316,7.3402
73571,5.2978
10122,0.7006
35956,2.3763
125606,8.7356
9055,0.6672
12254,0.8357
12355,0.8819
12539,0.9335
44593,3.2167
28511,2.1138
3392,0.2568
53067,3.7530
42811,3.0810
23755,1.7191
53424,3.7688
1854,0.1389
14937,1.1534
4645,0.3738
47158,3.1321
15441,1.2062
5556,0.3691
20851,1.4337
18426,1.3035
53772,3.9181
17693,1.3280
6858,0.4975
20881,1.4363
38054,2.7605
2356,0.1825
14203,1.0870
27118,1.9467
17471,1.3115
58683,4.2569
26372,1.7936
21846,1.6595
33968,2.8033
44964,3.6817
19996,1.5622
110514,9.0128
19935,1.6161
15615,1.3067
6567,0.5388
24731,1.7938
12602,1.0060
99783,7.4525
33185,2.3433
45372,3.2554
20143,1.5278
38375,2.7368
26005,1.8929
72877,5.2907
30646,2.3345
44839,3.2985
68640,4.8264
6820,0.5013
24428,1.7314
10761,0.7788
4710,0.3483
58223,4.1833
14404,1.0597
5194,0.4175
52784,3.8228
39795,2.8457
19207,1.3441
51084,3.9784
23983,2.6350
62756,4.6368
31712,2.4193
15479,1.0944
2500,0.2052
11780,0.8175
32313,2.3111
20887,1.4340
53661,4118.8
61251,4.8303
11628,0.8295
31463,2.4129
11696,0.8708
82134,6.0050
32017,2.7040
31145,2.4388
10832,34969.
42428,3.2894
29499,2.6614
15579,1.2588
52035,4.6736
47577,3.8941
12296,0.8860
33916,2.5811
30625,3.1771
6896,0.5790
26102,2.9282
66044,7.5283
59384,5.5796
56035,6.8002
52583,6.9980
13609,1.3840
25427,2.6387
18596,2.0196
39774,3.0641
2963,0.2801
5484,0.5606
7865,0.6111
60139,5.0469
9961,0.7637
17514,1.6839
27239,2.5998
89148,7.2589
64725,5.3100
47514,3.7986
33106,2.8444
20263,1.3582
6465,0.4709
20112,1.4010
58886,4.4574
74363,5.4268
14345,1.0698
20506,1.6823
43716,3.3065
96453,7.5493
19763,1.5436
22701,1.6088
22595,1.6594
13475,0.9678
27800,1.8972
76981,5.4844
8987,0.6572
13843,0.9225
1769,0.1400
85014,6.1680
48615,3.4154
13908,0.9984
11594,0.8945
87509,6.0533
73940,5.2675
26824,1.9144
76904,5.4894
64213,4.6040
13581,1.0453
16988,1.3089
30003,2.2029
58309,4.2773
7070,0.5370
4975,0.4148
81450,5.8608
4334,0.3527
43470,3.2537
24915,1.8095
8760,0.6760
5197,0.3998
40136,2.8680
133473,9.6705
5483,0.4427
12489,0.9461
14323,1.1500
34484,2.4689
31687,2.2474
64730,4.6985
52201,3.6593
33916,2.4918
3763,0.2906
29285,2.1141
14711,1.1178
25226,1.8713
20961,1.5869
14753,1.0831
70961,5.0813
28973,2.1759
11063,0.7798
41721,3.0877
18305,1.3430
26377,1.8914
15134,1.2132
17649,1.3593
9738,0.7378
47442,3.5302
25223,1.7772
22489,1.9237
1925,0.1789
34695,2.9262
34800,2.5229
2124,0.1525
24514,1.7360
71282,5.1752
47733,3.5651
79906,5.6804
129142,9.2373
9455,0.7008
5664,0.4153
8343,0.5901
26265,1.9003
29279,2.1320
8120,0.6112
15618,1.1015
31003,2.2351
83075,5.9131
14754,0.9970
16875,1.2186
22783,1.6797
81078,5.9066
39403,2.7450
21059,1.5206
42528,3.0857
25724,1.8811
13412,0.9489
12824,0.9166
20732,1.4932
47516,3.4995
19236,1.3510
41481,3.0236
27767,1.9206
45852,3.3105
22724,1.6575
50295,3.5242
42004,3.0602
39496,2.7431
21969,1.6228
21877,1.5190
42024,3.0662
40992,2.9881
16384,1.2523
6062,0.4518
39759,2.8667
10635,0.7750
76491,5.5710
25255,1.8195
17242,1.3581
8415,0.6831
8986,0.6658
61506,4.3446
23561,1.6546
86281,6.1691
20720,1.4968
10024,0.7670
19282,1.3979
11083,0.7809
6511,0.4776
42427,3.1093
27712,2.0448
29380,2.0863
32223,2.3979
29138,2.1265
30835,2.2177
11330,0.8773
7306,0.5686
22832,1.6578
5973,0.4451
15592,1.2030
44474,3.3956
26205,1.8997
23657,1.7112
34429,2.4862
25598,1.8511
95743,6.8799
154314,10.948
23286,1.6938
16976,1.2866
67166,4.8829
68434,4.9733
26939,1.9201
14308,1.1002
67784,4.9001
100657,7.1925
46713,3.3365
24540,1.8444
22343,1.6673
62261,4.5539
19452,1.4635
6825,0.5193
28593,2.0699
12280,0.8760
4323,0.3205
23086,1.6994
32162,2.3667
16952,1.2206
12236,0.9480
51642,3.7204
5421,0.4383
9119,0.6415
12890,0.9620
39907,3.0616
11282,0.9098
6615,0.4706
46780,3.4591
16273,1.7481
42566,3.6327
28383,2.1204
74991,5.4479
22600,1.8121
50095,3.6652
22224,1.7211
44148,3.3308
22505,1.5484
5144,0.4112
38423,3.0574
30697,2.4245
50512,3.7108
44676,3.3129
34424,2.4949
11384,0.8382
28161,2.0538
15459,1.1125
2226,0.1859
41044,3.2485
12300,1.0101
21348,1.5403
40042,2.9507
26966,1.9540
13918,1.0241
36026,2.6071
14422,1.0340
123723,9.1181
18269,1.4352
13920,0.9720
32116,2.2805
10699,0.7443
37600,2.7379
87251,6.4667
32410,2.5988
70243,5.0434
18458,1.3085
10225,0.7844
20309,1.4554
9506,0.7911
53435,3.8478
12055,0.9003
6732,0.4959
28384,2.1518
65860,4.8073
3665,0.2912
52095,3.7099
17262,1.3063
38157,2.8285
27857,1.9087
16897,1.1830
10490,0.7351
4123,0.3261
8877,0.7041
17662,1.3094
14199,1.1086
46041,3.2519
98086,6.9163
44172,3.1554
33557,2.4714
17196,1.2050
16679,1.2265
9361,0.7430
82442,5.9715
20685,1.6313
23046,1.6503
21561,1.5614
20456,1.5634
34237,2.4509
6061,0.4279
28829,2.0964
51912,3.7568
4452,0.3214
26298,1.9273
30342,2.1922
82664,5.9855
9689,0.7631
12114,0.8996
17633,1.3491
6410,0.4775
8837,0.6594
15440,1.0972
38375,2.8202
9602,0.7124
15050,1.0908
28496,2.0354
20278,1.5724
2940,0.2168
9793,0.6772
90074,6.3886
44540,3.0822
10861,0.7799
90716,6.6132
52030,3.6152
14501,1.1628
78965,5.6737
41233,2.9313
12642,0.9078
61192,4.3107
21154,1.5084
4242,0.3486
15039,1.0986
47478,3.3725
47945,3.5216
8196,0.6656
7395,0.5986
10821,0.8959
92222,6.5715
13521,0.9617
16129,1.1495
49052,3.7439
47448,3.4237
14397,1.0690
10521,0.7572
32825,2.2917
14482,0.9786
22414,1.7259
28673,2.1168
18064,1.3262
89636,6.4817
1832,0.1638
24895,1.8226
45392,3.2018
6566,0.4639
10494,0.6935
15008,1.0773
1910,0.1314
53053,3.9491
32979,2.3981
29415,2.1383
12383,0.8777
23131,1.7336
11775,0.8604
14851,1.0315
41585,3.0349
24670,1.8199
10045,0.7935
33048,2.4722
34770,2.5336
31098,2.2353
26024,1.8493
70133,4.9143
67829,4.9056
29332,2.0453
18516,1.3397
20831,1.5838
29103,2.1369
