moves,runtime(in seconds)
69984,3.4884
14704,0.7636
8543,0.4262
25460,1.1800
44684,2.0781
22555,1.0701
10402,0.5208
5376,0.2772
16680,0.7827
4118,0.1887
21099,0.9990
16645,0.7987
18082,0.8862
110526,6.0177
49862,2.3842
13504,0.6707
127580,6.0592
34987,1.6818
7198,0.3164
7059,0.3372
23262,1.0990
4038,0.2245
22614,1.0894
27439,1.3006
6601,0.3110
7179,0.3442
26861,1.2445
20105,0.9569
44340,2.0561
50865,2.4657
60222,2.7691
24471,1.2379
1517,0.1018
65532,3.3496
17220,0.8777
10915,0.5474
12964,0.7034
68262,3.3741
12796,0.5814
3512,0.1780
28137,1.2960
36109,1.7619
22685,1.2373
17973,1.0079
18670,1.1403
32082,1.8542
21780,1.0907
18194,0.9495
17014,0.8474
121697,6.0644
42527,2.2958
44190,2.3106
13572,0.7025
13487,0.7110
14986,0.8343
44225,2.7447
78973,4.3571
10888,0.5955
9230,0.5123
21083,1.1542
7328,0.3857
6188,0.3179
15343,0.7969
14180,0.7527
10294,0.5267
61059,3.1412
49617,2.5145
41535,2.1215
33979,2.3105
7798,0.6664
3670,0.4891
29200,1.8751
45670,2.3342
11406,0.6331
6240,0.2962
14282,0.7575
4364,0.2142
4360,0.2319
19999,0.9586
21071,1.1835
52820,2.7726
21727,1.1825
14788,0.8611
9411,0.5643
19472,1.1864
5609,0.2914
5498,0.2650
29602,1.5410
60514,3.6242
28216,1.5378
19239,0.8902
19463,1.0136
35978,1.8328
3397,0.1983
26765,1.3138
16390,0.8367
9037,0.4373
60263,3.2338
37955,2.2382
86571,6.1363
5776,0.3733
15882,0.8460
21989,1.2202
8965,0.4800
40818,2.0962
59403,3.1401
108350,5.7813
5232,0.2822
47986,2.5676
4283,0.2388
22233,1.2878
89931,4.5016
33369,1.7935
7130,0.3715
20020,1.1148
8711,0.4694
21743,1.6144
19071,1.0507
12261,0.6782
27133,1.4330
52094,2.7080
51809,2.5592
106203,5.8682
36657,1.8983
12491,0.6256
6605,0.3660
1775,0.0936
58179,2.9760
35536,1.8612
34023,1.8592
23227,1.1961
29362,1.5403
14586,0.7670
39648,2.1494
37619,2.6964
11377,0.5264
11579,0.6528
12457,0.5699
12991,0.6640
24190,1.2017
19370,0.9647
32980,1.7483
11302,0.6076
21550,1.1842
11828,0.6866
6419,0.3332
44313,2.2645
18764,1.0782
3980,0.2610
13394,1.1543
10256,0.4804
7885,0.4664
11682,0.5999
25447,1.3699
33927,1.8684
12752,0.6417
11312,0.6971
17164,0.8906
25323,1.7970
38819,1.9734
24631,1.2584
10384,0.5830
3975,0.2600
77096,3.9593
89966,5.0914
21809,1.2685
70242,3.9282
23920,1.3942
2236,0.1620
38504,2.2635
20017,1.4888
35311,1.9980
25168,1.3123
24213,1.2968
21605,1.1984
35310,1.7443
20652,1.0478
25074,1.2944
27193,1.4381
16798,1.1029
24726,1.7045
33958,1.8174
49062,2.6526
26367,1.4281
5113,0.2616
31432,1.6147
9608,0.5300
52596,2.7441
34925,1.7614
6281,0.3041
4808,0.2334
20906,1.0247
26110,1.3673
1419,0.0730
7883,0.3733
56158,2.7679
135869,6.4129
19015,0.9672
27016,1.2962
34408,1.6517
9109,0.4774
26034,1.3655
21701,1.0481
13215,0.6735
9133,0.4792
9640,0.5135
19725,0.9867
15948,0.7969
27080,1.2968
7291,0.3631
4575,0.2576
7000,0.3495
5493,0.2839
12577,0.6557
33730,1.6282
9040,0.4617
65340,3.1457
97147,4.5840
70072,3.3612
38313,1.8625
12067,0.6341
80684,3.8077
15875,0.7933
43514,2.1269
18906,0.9700
56976,2.7009
26477,1.2947
25678,1.2559
33439,1.6205
15220,0.7730
32964,1.6456
3398,0.1712
15929,0.8105
100304,4.7819
13341,0.6760
19919,0.9657
41188,1.9789
58773,2.7790
31004,1.5141
9345,0.4728
20990,1.0308
5980,0.3116
63633,3.1274
7412,0.3831
15876,0.8371
54842,2.6521
13813,0.7485
7940,0.4013
21435,1.0682
38659,1.8587
11815,0.6170
74769,3.5703
6631,0.3047
11988,0.6751
46164,2.2139
9824,0.5171
13340,0.7049
3088,0.1652
24125,1.1837
21159,1.0689
24516,1.2584
47149,2.2364
14843,0.7539
7532,0.3753
8122,0.4476
6675,0.3293
13157,0.7119
63562,3.0712
52817,2.4950
25717,1.2284
44214,2.0833
17127,0.8387
107188,5.0687
19908,1.0058
5010,0.2489
20706,1.0415
30904,1.5312
30807,1.5106
17698,0.8733
3920,0.1813
7931,0.3975
17252,0.9127
55729,2.6290
17792,0.9110
43107,2.0308
36820,1.7663
17360,0.9107
22049,1.0393
4828,0.2320
3936,0.1926
18352,0.9127
43832,2.0730
25518,1.2827
25772,1.2582
61583,2.9731
14983,0.7397
60190,2.9155
55782,2.6310
7179,0.3327
9070,0.5458
48786,2.4959
25179,1.5525
31814,2.1160
71526,3.4557
16931,0.8630
10568,0.5460
23457,1.1983
15341,0.8072
60495,2.8978
28025,1.4061
11480,0.6061
24139,1.2492
1646,0.0788
39631,1.8932
19725,0.9749
9721,0.5139
74623,3.6432
3850,0.1795
4760,0.2242
4540,0.2106
40398,1.9589
5303,0.2577
22191,1.0631
92333,4.3705
26776,1.3043
13208,0.6921
34437,1.7907
44369,2.0976
16130,0.8336
22273,1.1377
6090,0.2882
44350,2.1174
33353,1.6133
4734,0.2292
72348,3.4358
19601,0.9987
10348,0.5681
79725,3.8396
6934,0.3463
21912,1.1429
10380,0.5617
24568,1.2765
16807,0.8388
10648,0.5662
3070,0.1627
14612,0.7759
19538,0.9763
22666,1.1370
2974,0.1508
42560,2.0673
7230,0.3625
91363,4.3988
23293,1.1569
10020,0.5255
24039,1.1802
33740,1.6834
20563,1.0425
33188,1.6505
35435,1.6999
11530,0.6001
6898,0.3736
8827,0.5147
65680,3.1167
79928,3.7870
4817,0.2283
7058,0.3477
11892,0.6967
81800,3.9407
52182,2.4886
50259,2.4070
8109,0.4619
21300,1.0726
22772,1.1302
5397,0.2539
21988,1.1160
5788,0.2758
14371,0.7752
10958,0.6107
44632,2.1484
3843,0.1809
22222,1.1016
24242,1.2038
11895,0.6030
13513,0.6731
30184,1.4789
10077,0.5410
6092,0.2978
5633,0.2614
13300,0.6788
6324,0.2876
33240,1.5734
8075,0.4054
27641,1.4310
7858,0.4196
28990,1.4673
14200,0.7313
11903,0.6247
24962,1.2762
12139,0.6452
9388,0.5015
14653,0.8428
51806,2.8126
9049,0.5409
5489,0.2932
8990,0.5099
38948,1.8919
15755,0.7960
14630,0.7669
20939,1.2385
8982,0.6093
7076,0.4690
6202,0.3899
62740,4.3823
43168,2.2735
31036,1.5960
62283,3.9840
28703,1.4749
38389,1.8690
37536,1.8847
40741,2.9511
24231,1.7370
17580,1.4747
42871,2.7616
15384,0.9062
25108,1.5524
3322,0.1937
31527,1.7762
13287,0.7844
9078,0.5941
21820,1.1688
9273,0.5008
28750,1.4463
16737,0.8659
16028,0.8147
36701,1.8157
6670,0.3153
24281,1.2389
28743,1.4870
11385,0.5941
71177,3.3438
39393,2.3965
18957,1.1426
33879,2.0671
9033,0.5493
11195,0.6486
10121,0.5691
25664,1.3945
27351,1.7627
24129,1.5561
3051,0.1778
12551,0.7330
26974,1.4911
24193,1.4658
18778,0.9784
95115,4.4904
25654,1.2847
27778,1.3631
16620,1.0986
20114,1.0193
12455,0.6524
25272,1.2659
7920,0.5250
29445,1.4828
12558,0.6515
18695,0.9659
29828,1.4899
12292,0.6393
17552,0.8962
38304,1.9227
8073,0.4377
35631,1.7790
7394,0.3780
14167,0.7640
16118,0.8145
54741,2.7974
26616,1.3065
22278,1.1388
24608,1.2664
12178,0.6488
49692,2.3378
36373,1.7688
5462,0.2781
16006,0.8135
32369,1.5994
20140,1.0073
12115,0.6404
6774,0.3391
26241,1.3333
14869,0.7635
12723,0.6645
47470,2.5656
36080,2.1158
23820,1.2027
54432,2.6529
30114,1.5123
37741,1.8923
70598,3.4660
13760,0.7189
40522,2.1940
12634,0.7401
14311,0.9796
66277,3.5839
16661,0.8518
52177,2.5659
33558,1.6842
19365,1.1468
13580,0.8376
15875,0.8607
24522,1.4321
2240,0.1418
6091,0.3501
31067,1.8466
26423,1.3624
27339,1.3440
33496,1.6338
12925,0.7762
41442,2.1762
12565,0.6808
10693,0.7584
40056,2.1108
108620,5.9650
13818,0.8190
31522,1.5951
1749,0.1022
71542,3.4617
30949,1.5273
15393,0.8244
5299,0.2880
12702,0.6851
67582,3.3259
24171,1.2332
11420,0.6121
12463,0.6466
68375,3.3439
8466,0.4590
14116,0.7760
69178,3.6585
33244,1.8101
8489,0.5468
3455,0.1921
76106,4.2279
51781,2.9892
17015,0.9226
3875,0.2135
8607,0.5714
17692,0.9935
11666,0.5620
59879,3.0144
95097,5.7687
18728,0.9810
44920,2.2958
56252,2.8137
34324,1.8324
24710,1.2305
28099,1.4157
4238,0.1915
58785,2.8918
23982,1.4295
8101,0.5695
9282,0.5834
17059,1.1633
5362,0.3643
54036,3.3699
14658,0.8030
100425,5.0093
13666,0.9072
31854,1.9172
8363,0.5296
18638,1.2440
42614,2.4315
15115,0.8315
3520,0.1715
12212,0.6378
14221,0.7544
51088,2.5463
26701,1.3461
3693,0.1978
16522,0.8563
14202,0.8201
35373,2.2167
29830,1.6423
7787,0.4016
17139,1.0777
18524,1.1274
64673,3.8634
26394,1.4877
12026,0.8287
14054,0.8354
11744,0.7625
14303,0.7817
13637,0.8572
18075,1.1549
27691,1.7194
14731,0.9433
28202,1.7320
6088,0.6403
16813,1.7568
16856,0.9876
28790,1.6302
51182,3.0839
69338,4.2692
7744,0.4367
15619,0.9863
7820,0.5551
14728,0.9277
15659,0.9105
20700,1.2174
51242,3.5573
10844,0.6792
28301,1.6906
14612,0.7779
7226,0.4390
24029,1.5224
3207,0.2403
12798,0.8209
13851,0.7539
72658,3.7932
19567,1.1181
8410,0.4477
40913,2.4813
18752,1.0508
10581,0.6237
22089,1.2874
18062,0.9734
36248,2.2105
9039,0.5708
50714,2.7111
14718,0.7765
4707,0.2380
28450,1.3914
69075,3.3363
21214,1.0544
30864,1.5322
84024,4.0790
17279,0.8764
35061,1.8288
14768,0.7640
20195,1.0632
10808,0.6168
13154,0.7629
35374,1.7783
18818,1.0791
26669,1.5926
17441,1.4256
